id,unit_no,size,nett_price,spa_price,comm,sale_id,project_id,created_at,updated_at
193,22-25,1000,1203600.0,1107300.0,6788.3,,16,2017-04-29 09:10:50.879136,2017-04-29 09:10:50.940764
408,15-09,384,552979.8,646760.0,8836.617204,,7,2017-05-15 06:31:31.698592,2017-05-15 06:31:31.698592
419,C-45-11,850,460000.0,460000.0,3459.2,,2,2017-05-18 06:08:11.398651,2017-05-18 06:08:11.413453
194,A-13A-10,1525,802400.0,944000.0,12822.35,,1,2017-04-29 09:10:51.17094,2017-04-29 09:10:51.257286
457,J-23-01,2065,1671783.2,2089729.0,23572.14312,,8,2017-05-28 06:11:54.689156,2017-05-28 06:11:54.689156
195,B-13-5,1000,459000.0,510000.0,3442.62,,6,2017-04-29 09:10:51.413731,2017-04-29 09:10:51.447844
196,L29-3A,1335,602632.0,702800.0,5664.74,,10,2017-04-29 09:10:51.601812,2017-04-29 09:10:51.637349
197,B-6-1,1050,482700.0,482700.0,3620.38,,6,2017-04-29 09:10:51.76691,2017-04-29 09:10:51.803241
198,L 24-02,1055,492932.0,574800.0,4633.56,,10,2017-04-29 09:10:51.95072,2017-04-29 09:10:51.982542
199,K-40-01,2065,1819176.0,2273970.0,25650.38,,8,2017-04-29 09:10:52.208694,2017-04-29 09:10:52.235309
200,A-12-3A,1219,685248.0,825600.0,10950.26,,1,2017-04-29 09:10:52.469498,2017-04-29 09:10:52.494002
201,L 16-02,1335,585632.0,682800.0,5504.94,,10,2017-04-29 09:10:52.673572,2017-04-29 09:10:52.706184
202,A-22-07,1219,727175.0,855500.0,11620.26,,1,2017-04-29 09:10:53.132926,2017-04-29 09:10:53.175166
203,A-31-10,1403,817700.0,962000.0,13066.85,,1,2017-04-29 09:10:53.391759,2017-04-29 09:10:53.426112
204,L 03-03,947,416132.0,487800.0,3911.64,,10,2017-04-29 09:10:53.615373,2017-04-29 09:10:53.659214
205,A-31-07,1298,750975.0,883500.0,12000.58,,1,2017-04-29 09:10:53.888334,2017-04-29 09:10:53.92047
206,C-13-15,900,400000.0,420000.0,3000.1,,12,2017-04-29 09:10:54.143015,2017-04-29 09:10:54.1732
207,B-6-2,1000,459800.0,510800.0,3448.62,,6,2017-04-29 09:10:54.449844,2017-04-29 09:10:54.466821
208,A-15-02,1219,704310.0,828600.0,11254.87,,1,2017-04-29 09:10:54.787368,2017-04-29 09:10:54.807229
209,C-39-02,1219,678511.0,849200.0,10842.61,,1,2017-04-29 09:10:54.906749,2017-04-29 09:10:54.925644
210,A-2-6,1050,481900.0,535500.0,3614.38,,6,2017-04-29 09:10:55.12549,2017-04-29 09:10:55.148701
211,B-19-05,1000,467600.0,467600.0,3507.12,,6,2017-04-29 09:10:55.351286,2017-04-29 09:10:55.372764
212,B-7-5,1000,460500.0,460500.0,3453.87,,6,2017-04-29 09:10:55.486713,2017-04-29 09:10:55.506577
409,K-22-03A,1603,1406198.0,1757748.0,19827.3918,,8,2017-05-15 06:36:28.684602,2017-05-15 06:36:28.684602
213,B-7-2,1000,460500.0,460500.0,3453.87,,6,2017-04-29 09:10:55.605569,2017-04-29 09:10:55.623126
420,B-3-11,1050,489200.0,543555.0,3678.784,,6,2017-05-18 13:05:08.461301,2017-05-18 13:05:08.491323
458,10-12,411,596854.8,686040.0,9537.739704,,7,2017-05-28 06:13:14.036272,2017-05-28 06:13:14.036272
214,B-7-3A,1000,460500.0,460500.0,3453.87,,6,2017-04-29 09:10:55.721946,2017-04-29 09:10:55.738719
215,A-39-09,1298,764575.0,899500.0,12217.91,,1,2017-04-29 09:10:56.017829,2017-04-29 09:10:56.038605
216,13A-11,411,589984.2,690040.0,9427.95,,7,2017-04-29 09:10:56.359193,2017-04-29 09:10:56.402162
217,A-22-03,726,392040.0,445500.0,4422.21,,14,2017-04-29 09:10:56.592773,2017-04-29 09:10:56.6156
218,C-21-10,850,460000.0,460000.0,3450.12,,2,2017-04-29 09:10:56.811129,2017-04-29 09:10:56.842889
219,L 20-01,947,447532.0,523800.0,4206.8,,10,2017-04-29 09:10:56.966736,2017-04-29 09:10:56.98426
220,C-33A-02,1513,1112409.0,1236010.0,17776.3,,11,2017-04-29 09:10:57.091593,2017-04-29 09:10:57.118506
221,A-11-05,1400,1303470.0,2069000.0,30631.55,,17,2017-04-29 09:10:57.347308,2017-04-29 09:10:57.380051
222,A-11-06,1405,1294650.0,2055000.0,30424.28,,17,2017-04-29 09:10:57.63521,2017-04-29 09:10:57.664631
223,B-13-7,1000,459000.0,510000.0,3442.62,,6,2017-04-29 09:10:57.785357,2017-04-29 09:10:57.809575
224,C-36-08,987,1035000.0,1150000.0,24322.5,,3,2017-04-29 09:10:58.101607,2017-04-29 09:10:58.125003
225,L33-01,947,451232.0,526800.0,4241.58,,10,2017-04-29 09:10:58.340072,2017-04-29 09:10:58.362467
226,33-10,384,583760.0,682760.0,9328.48,,7,2017-04-29 09:10:58.572569,2017-04-29 09:10:58.596728
227,A-21-08,1219,736865.0,866900.0,11775.1,,1,2017-04-29 09:10:58.791299,2017-04-29 09:10:58.814293
228,A-18-5,1200,1103900.0,1103900.0,10376.66,,18,2017-04-29 09:10:59.219557,2017-04-29 09:10:59.279371
229,C-32-05,1403,845580.0,994800.0,13512.37,,1,2017-04-29 09:10:59.45344,2017-04-29 09:10:59.503403
230,A-23-03,726,446500.0,446500.0,5036.52,,14,2017-04-29 09:10:59.996848,2017-04-29 09:11:00.036307
231,30-12,411,616489.2,721040.0,9851.5,,7,2017-04-29 09:11:00.243338,2017-04-29 09:11:00.273279
421,2-18-7,1100,629600.0,629600.0,4734.592,,13,2017-05-18 13:34:23.412082,2017-05-18 13:34:23.412082
232,L10-02,1055,474032.0,553800.0,4455.9,,10,2017-04-29 09:11:00.392537,2017-04-29 09:11:00.424371
459,A-39-09,1298,764575.0,899500.0,12217.9085,,1,2017-05-28 06:14:16.485015,2017-05-28 06:14:16.485015
233,A-13-7,1244,1235650.0,1901000.0,29037.78,,17,2017-04-29 09:11:00.619735,2017-04-29 09:11:00.648147
234,A-13-06,1391,1337050.0,2057000.0,31420.68,,17,2017-04-29 09:11:00.896811,2017-04-29 09:11:00.925716
235,A-41-06,1391,1370200.0,2108000.0,32199.7,,17,2017-04-29 09:11:01.146389,2017-04-29 09:11:01.183106
236,L26-03,947,444032.0,518800.0,4173.9,,10,2017-04-29 09:11:01.401814,2017-04-29 09:11:01.42961
237,D-33-05,1434,748000.0,880000.0,11953.04,,1,2017-04-29 09:11:01.591065,2017-04-29 09:11:01.623596
238,A-40-06,823,863100.0,959000.0,20282.85,,3,2017-04-29 09:11:01.7316,2017-04-29 09:11:01.753701
239,N-4-2,1155,648560.0,737000.0,9144.7,,9,2017-04-29 09:11:01.956392,2017-04-29 09:11:01.981313
240,B-31-06,1403,829175.0,975500.0,13250.22,,1,2017-04-29 09:11:02.299425,2017-04-29 09:11:02.340606
241,16-7,1055,559800.0,559800.0,5262.12,,10,2017-04-29 09:11:02.627594,2017-04-29 09:11:02.649137
242,19-7,1055,507420.0,563800.0,4769.75,,10,2017-04-29 09:11:02.956389,2017-04-29 09:11:02.977153
243,N-3-3A,1155,648560.0,737000.0,9144.7,,9,2017-04-29 09:11:03.464159,2017-04-29 09:11:03.488108
244,22-3,947,463320.0,514800.0,4355.21,,10,2017-04-29 09:11:03.686259,2017-04-29 09:11:03.705845
245,A-20-05,1403,772735.0,909100.0,12348.31,,1,2017-04-29 09:11:03.976959,2017-04-29 09:11:03.994793
246,L 28-03,947,449432.0,524800.0,4224.66,,10,2017-04-29 09:11:04.101163,2017-04-29 09:11:04.123952
247,L23-09,1050,486632.0,567800.0,4574.34,,10,2017-04-29 09:11:04.398803,2017-04-29 09:11:04.416305
248,C-25-06,1293,775455.0,912300.0,12391.77,,1,2017-04-29 09:11:04.626843,2017-04-29 09:11:04.645688
249,L-15-09,1335,589232.0,686800.0,5538.78,,10,2017-04-29 09:11:04.855593,2017-04-29 09:11:04.883046
250,C-40-3A,850,460000.0,460000.0,3450.12,,2,2017-04-29 09:11:05.063989,2017-04-29 09:11:05.082343
266,C-36-06,1219,755055.0,888300.0,12065.7789,,1,2017-04-29 09:11:08.735168,2017-04-29 09:11:08.757013
251,L 13-03,947,441332.0,515800.0,4148.52,,10,2017-04-29 09:11:05.370505,2017-04-29 09:11:05.398368
422,12-3A,1161,614770.0,664770.0,4623.0704,,12,2017-05-19 04:51:33.536714,2017-05-19 04:51:33.566294
460,K-40-01,2065,1819176.0,2273970.0,25650.3816,,8,2017-05-28 06:15:08.396427,2017-05-28 06:15:08.396427
252,L 11-03,947,439532.0,513800.0,4131.6,,10,2017-04-29 09:11:05.520623,2017-04-29 09:11:05.54463
463,A-35-03,1219,718449.0,865600.0,11480.81502,,1,2017-05-28 15:21:35.887821,2017-05-28 15:21:35.897906
253,B-11-2,1000,463300.0,514300.0,3474.87,,6,2017-04-29 09:11:05.663166,2017-04-29 09:11:05.692996
254,L22-09,1055,485732.0,566800.0,4565.88,,10,2017-04-29 09:11:06.015795,2017-04-29 09:11:06.041928
255,B-27-06,1434,829175.0,975500.0,13250.22,,1,2017-04-29 09:11:06.257506,2017-04-29 09:11:06.284561
256,C-36-09,1219,755055.0,888300.0,12065.78,,1,2017-04-29 09:11:06.410371,2017-04-29 09:11:06.437158
257,L 18-03,947,434132.0,507800.0,4080.84,,10,2017-04-29 09:11:06.616872,2017-04-29 09:11:06.634505
258,A-28-09,1219,745025.0,876500.0,11905.5,,1,2017-04-29 09:11:06.899429,2017-04-29 09:11:06.915662
259,A-16-03,726,390280.0,443500.0,3668.63,,14,2017-04-29 09:11:07.017926,2017-04-29 09:11:07.034165
260,10-12,411,586564.2,686040.0,9373.3,,7,2017-04-29 09:11:07.367527,2017-04-29 09:11:07.400701
261,L 34-03,947,457020.0,527800.0,5155.19,,10,2017-04-29 09:11:07.60956,2017-04-29 09:11:07.632633
262,B-9-7,1000,458900.0,512900.0,3441.87,,6,2017-04-29 09:11:07.82979,2017-04-29 09:11:07.850953
263,A-17-10,1403,801555.0,943000.0,12808.85,,1,2017-04-29 09:11:07.965457,2017-04-29 09:11:07.984734
264,16-15,384,535227.0,648760.0,8552.93,,7,2017-04-29 09:11:08.155815,2017-04-29 09:11:08.17328
265,B-25-7,1000,469000.0,520000.0,3517.62,,6,2017-04-29 09:11:08.435819,2017-04-29 09:11:08.450839
267,A-5-1,1050,481900.0,535500.0,3614.38,,6,2017-04-29 09:11:09.039143,2017-04-29 09:11:09.054628
268,19-3A,578,836310.0,978140.0,13364.23,,7,2017-04-29 09:11:09.164588,2017-04-29 09:11:09.188752
269,B-19-1,1050,490600.0,544150.0,3679.63,,6,2017-04-29 09:11:09.384457,2017-04-29 09:11:09.399719
270,A-19-02,750,401850.0,446500.0,2266.43,,19,2017-04-29 09:11:09.501223,2017-04-29 09:11:09.517905
285,A-23-09,1219,728875.0,857500.0,11647.4225,,1,2017-04-29 09:11:12.618879,2017-04-29 09:11:12.637036
423,J-22-01,2065,1701052.0,2126315.0,23984.8332,,8,2017-05-19 06:33:23.128347,2017-05-19 06:33:23.15622
271,A-41-07,1244,1268800.0,1952000.0,29816.8,,17,2017-04-29 09:11:09.687316,2017-04-29 09:11:09.704556
461,C-29-06,1219,743155.0,874300.0,11875.6169,,1,2017-05-28 09:14:44.449131,2017-05-28 09:14:44.457763
272,B-31-7,1000,479200.0,530200.0,3594.12,,6,2017-04-29 09:11:10.042629,2017-04-29 09:11:10.061633
273,N32-6,1155,703120.0,799000.0,9913.99,,9,2017-04-29 09:11:10.173981,2017-04-29 09:11:10.20343
274,B-23A-09,1246,755480.0,888800.0,12072.57,,1,2017-04-29 09:11:10.454294,2017-04-29 09:11:10.482421
275,N16-3,1155,717200.0,815000.0,10112.52,,9,2017-04-29 09:11:10.596685,2017-04-29 09:11:10.61714
276,N11-6,1155,681120.0,774000.0,9603.79,,9,2017-04-29 09:11:10.903284,2017-04-29 09:11:10.919948
277,27-12,411,622085.0,715040.0,9940.92,,7,2017-04-29 09:11:11.114528,2017-04-29 09:11:11.134233
278,27-13,411,622085.0,715040.0,9940.92,,7,2017-04-29 09:11:11.368557,2017-04-29 09:11:11.402578
279,J-23-01,2065,1671783.2,2089729.0,23572.14,,8,2017-04-29 09:11:11.60726,2017-04-29 09:11:11.627528
280,C-13A-06,1246,758455.0,892300.0,12120.11,,1,2017-04-29 09:11:11.746323,2017-04-29 09:11:11.771257
281,A-32-01,1403,771715.0,907900.0,12332.01,,1,2017-04-29 09:11:11.887195,2017-04-29 09:11:11.909087
282,C-37-02,1298,726920.0,855200.0,11616.18,,1,2017-04-29 09:11:12.013628,2017-04-29 09:11:12.031443
283,B-39-05,1403,810163.0,1006800.0,12946.4,,1,2017-04-29 09:11:12.12867,2017-04-29 09:11:12.144954
284,C-10-05,1403,814980.0,958800.0,13023.38,,1,2017-04-29 09:11:12.339316,2017-04-29 09:11:12.356369
286,C-12-07,384,550414.8,643760.0,8795.63,,7,2017-04-29 09:11:12.75622,2017-04-29 09:11:12.773703
287,J-23A-02,1377,1166059.2,1534288.0,16441.43,,8,2017-04-29 09:11:12.870844,2017-04-29 09:11:12.89013
288,A-11-08,1219,725815.0,853900.0,11598.52,,1,2017-04-29 09:11:13.154392,2017-04-29 09:11:13.170472
289,C-23A-06,1219,765255.0,900300.0,12228.77,,1,2017-04-29 09:11:13.368437,2017-04-29 09:11:13.384058
462,26-09,384,581821.2,668760.0,9297.502776,,7,2017-05-28 10:24:13.132373,2017-05-28 10:24:13.143167
290,C-35-09,1219,753355.0,886300.0,12038.61,,1,2017-04-29 09:11:13.489668,2017-04-29 09:11:13.509461
291,B-17-3A,726,413540.0,449500.0,4664.73,,14,2017-04-29 09:11:13.779791,2017-04-29 09:11:13.810408
292,13-09,384,551269.8,644760.0,8809.29,,7,2017-04-29 09:11:14.334897,2017-04-29 09:11:14.351128
293,15-09,384,552979.8,646760.0,8836.62,,7,2017-04-29 09:11:14.719422,2017-04-29 09:11:14.739251
294,C-31-02,1298,716720.0,843200.0,11453.19,,1,2017-04-29 09:11:14.93802,2017-04-29 09:11:14.955939
295,A-5-3A,1000,459000.0,510000.0,3442.62,,6,2017-04-29 09:11:15.551781,2017-04-29 09:11:15.568655
296,17-07,1055,457180.0,560800.0,4297.49,,10,2017-04-29 09:11:15.78201,2017-04-29 09:11:15.811514
297,19-13A,384,579641.2,654760.0,9262.67,,7,2017-04-29 09:11:16.145123,2017-04-29 09:11:16.168476
298,25-16,384,580081.2,666760.0,9269.7,,7,2017-04-29 09:11:16.298049,2017-04-29 09:11:16.355697
299,15-12,411,590839.2,691040.0,9441.61,,7,2017-04-29 09:11:16.825185,2017-04-29 09:11:16.870548
300,Q-16-20,850,273240.0,297000.0,1797.92,,20,2017-04-29 09:11:17.041084,2017-04-29 09:11:17.076507
301,L31-3A,1335,603432.0,704800.0,5672.26,,10,2017-04-29 09:11:17.264294,2017-04-29 09:11:17.296143
302,UNIT â€“ DG3-33A-11,715,651840.0,651840.0,7352.76,,21,2017-04-29 09:11:17.419952,2017-04-29 09:11:17.451594
303,B-11-10,729,422556.0,459300.0,3972.03,,14,2017-04-29 09:11:17.608712,2017-04-29 09:11:17.691721
304,N-9-2,1155,704880.0,801000.0,9938.81,,9,2017-04-29 09:11:17.825064,2017-04-29 09:11:17.849895
305,A-13-07,1244,1337050.0,2057000.0,31420.68,,17,2017-04-29 09:11:18.103552,2017-04-29 09:11:18.127515
306,B-12A-05,726,402750.0,447500.0,3785.85,,14,2017-04-29 09:11:18.324839,2017-04-29 09:11:18.349034
307,C-39-09,1298,741526.0,904300.0,11849.59,,1,2017-04-29 09:11:18.466119,2017-04-29 09:11:18.491546
308,C-40-03,1262,704544.0,859200.0,11258.61,,1,2017-04-29 09:11:18.609788,2017-04-29 09:11:18.627984
464,A-35-03,1219,718449.0,865600.0,11480.81502,,1,2017-05-28 23:12:14.623029,2017-05-28 23:12:14.623029
309,C-38-02,1246,708644.0,864200.0,11324.13,,1,2017-04-29 09:11:18.741964,2017-04-29 09:11:18.764964
310,C-33A-03,1298,696344.0,849200.0,11127.58,,1,2017-04-29 09:11:18.869562,2017-04-29 09:11:18.895824
311,C-33A-09,1298,733326.0,894300.0,11718.55,,1,2017-04-29 09:11:19.007104,2017-04-29 09:11:19.040154
312,C-40-09,1219,734966.0,896300.0,11744.76,,1,2017-04-29 09:11:19.212387,2017-04-29 09:11:19.237427
313,C-33A-06,1219,725126.0,884300.0,11587.51,,1,2017-04-29 09:11:19.38959,2017-04-29 09:11:19.416714
314,26-13,411,588258.0,713040.0,9400.36,,7,2017-04-29 09:11:19.55051,2017-04-29 09:11:19.579261
315,23-13,411,583308.0,707040.0,9321.26,,7,2017-04-29 09:11:19.711191,2017-04-29 09:11:19.735766
316,23A-13,411,584958.0,709040.0,9347.63,,7,2017-04-29 09:11:19.851815,2017-04-29 09:11:19.885484
317,33-12,411,599808.0,727040.0,9584.93,,7,2017-04-29 09:11:20.017877,2017-04-29 09:11:20.041526
318,23A-12,411,584958.0,709040.0,9347.63,,7,2017-04-29 09:11:20.171533,2017-04-29 09:11:20.203287
319,33-11,411,599808.0,727040.0,9584.93,,7,2017-04-29 09:11:20.394479,2017-04-29 09:11:20.515597
320,13A-12,411,589984.2,690040.0,9427.95,,7,2017-04-29 09:11:20.834199,2017-04-29 09:11:20.86682
321,13A-13,411,589984.2,690040.0,9427.95,,7,2017-04-29 09:11:21.005909,2017-04-29 09:11:21.04573
322,29-13,411,614779.2,719040.0,9824.17,,7,2017-04-29 09:11:21.253699,2017-04-29 09:11:21.290385
323,33A-12,411,623329.2,729040.0,9960.8,,7,2017-04-29 09:11:21.447077,2017-04-29 09:11:21.484457
324,33A-13,411,623329.2,729040.0,9960.8,,7,2017-04-29 09:11:21.603241,2017-04-29 09:11:21.63095
325,L 21-01,947,437532.0,513800.0,4112.8,,10,2017-04-29 09:11:21.737147,2017-04-29 09:11:21.759521
326,K-22-03A,1603,1406198.0,1757748.0,19827.39,,8,2017-04-29 09:11:22.037145,2017-04-29 09:11:22.060747
327,A-22-3A,1246,720460.0,847600.0,11512.95,,1,2017-04-29 09:11:22.292452,2017-04-29 09:11:22.317909
342,C-37-06,1219,711340.0,890300.0,11367.2132,,1,2017-04-29 09:11:25.942064,2017-04-29 09:11:25.95749
465,C-36-3,850,460000.0,460000.0,3459.2,,2,2017-05-28 23:55:26.129977,2017-05-28 23:55:26.139446
328,C-10-16,900,400000.0,420000.0,3000.1,,12,2017-04-29 09:11:22.622868,2017-04-29 09:11:22.641425
329,A-26-3A,1219,720460.0,847600.0,11512.95,,1,2017-04-29 09:11:22.919115,2017-04-29 09:11:22.951402
330,C-28-20,900,400000.0,420000.0,3000.1,,12,2017-04-29 09:11:23.117468,2017-04-29 09:11:23.141843
331,32-12,411,632525.0,727040.0,10107.75,,7,2017-04-29 09:11:23.552874,2017-04-29 09:11:23.57387
332,B-29-6,1000,469000.0,520000.0,3517.62,,6,2017-04-29 09:11:23.916407,2017-04-29 09:11:23.936772
333,A-22-5,1000,469700.0,520700.0,3522.87,,6,2017-04-29 09:11:24.038237,2017-04-29 09:11:24.057377
334,L-28-8,1055,499620.0,576800.0,4696.43,,10,2017-04-29 09:11:24.309857,2017-04-29 09:11:24.327013
335,16-07 TYPE B,384,554689.8,648760.0,8863.94,,7,2017-04-29 09:11:24.448315,2017-04-29 09:11:24.474783
336,35-11,411,625039.0,731040.0,9988.12,,7,2017-04-29 09:11:24.788494,2017-04-29 09:11:24.805191
337,35-12,411,625039.0,731040.0,9988.12,,7,2017-04-29 09:11:24.997405,2017-04-29 09:11:25.020507
338,A-25-8,500,286580.0,311500.0,2693.85,,14,2017-04-29 09:11:25.221771,2017-04-29 09:11:25.237356
339,35-13,411,625039.0,731040.0,9988.12,,7,2017-04-29 09:11:25.419902,2017-04-29 09:11:25.436751
340,Q4-19,850,303600.0,313000.0,2853.84,,20,2017-04-29 09:11:25.53516,2017-04-29 09:11:25.551395
341,C-35-06,1293,707840.0,896000.0,11311.28,,1,2017-04-29 09:11:25.752618,2017-04-29 09:11:25.768279
343,A-23A-3,1000,459000.0,510000.0,3442.62,,6,2017-04-29 09:11:26.13925,2017-04-29 09:11:26.159738
